,GID_1,HDI
742,CAF1,0.334
758,CAF17,0.334
382,TCD2,0.291
383,TCD3,0.291
385,TCD5,0.291
386,TCD6,0.291
387,TCD7,0.291
397,TCD17,0.291
398,TCD18,0.291
399,TCD19,0.291
403,TCD23,0.291
445,SDN4,0.291
449,SDN8,0.291
457,SDN16,0.291
758,CAF17,0.291
383,TCD3,0.709
385,TCD5,0.709
386,TCD6,0.709
401,TCD21,0.709
449,SDN8,0.709
451,SDN10,0.709
593,LBY1,0.709
594,LBY2,0.709
597,LBY5,0.709
598,LBY6,0.709
599,LBY7,0.709
601,LBY9,0.709
604,LBY12,0.709
605,LBY13,0.709
608,LBY16,0.709
611,LBY19,0.709
688,EGY14,0.709
698,EGY24,0.709
383,TCD3,0.381
389,TCD9,0.381
390,TCD10,0.381
401,TCD21,0.381
472,NGA8,0.381
500,NGA36,0.381
502,NER1,0.381
503,NER2,0.381
509,NER8,0.381
384,TCD4,0.432
387,TCD7,0.432
392,TCD12,0.432
393,TCD13,0.432
396,TCD16,0.432
398,TCD18,0.432
400,TCD20,0.432
742,CAF1,0.432
755,CAF15,0.432
385,TCD5,0.467
403,TCD23,0.467
445,SDN4,0.467
446,SDN5,0.467
449,SDN8,0.467
450,SDN9,0.467
451,SDN10,0.467
455,SDN14,0.467
457,SDN16,0.467
458,SDN17,0.467
598,LBY6,0.467
396,TCD16,0.387
398,TCD18,0.387
399,TCD19,0.387
418,SSD9,0.387
445,SDN4,0.387
455,SDN14,0.387
721,COD20,0.387
742,CAF1,0.387
744,CAF3,0.387
745,CAF4,0.387
746,CAF5,0.387
747,CAF6,0.387
750,CAF9,0.387
751,CAF10,0.387
754,CAF13,0.387
755,CAF15,0.387
758,CAF17,0.387
397,TCD17,0.445
399,TCD19,0.445
403,TCD23,0.445
445,SDN4,0.445
449,SDN8,0.445
455,SDN14,0.445
457,SDN16,0.445
758,CAF17,0.445
408,STP1,0.621
409,STP2,0.586
409,STP2,0.587
409,STP2,0.638
410,SSD1,0.43
413,SSD4,0.43
417,SSD8,0.43
418,SSD9,0.43
419,SSD10,0.43
706,COD5,0.43
745,CAF4,0.43
410,SSD1,0.348
412,SSD3,0.348
413,SSD4,0.348
415,SSD6,0.348
417,SSD8,0.348
419,SSD10,0.348
412,SSD3,0.344
413,SSD4,0.344
414,SSD5,0.344
415,SSD6,0.344
417,SSD8,0.344
456,SDN15,0.344
458,SDN17,0.344
413,SSD4,0.311
414,SSD5,0.311
415,SSD6,0.311
417,SSD8,0.311
418,SSD9,0.311
419,SSD10,0.311
414,SSD5,0.416
417,SSD8,0.416
418,SSD9,0.416
419,SSD10,0.416
446,SDN5,0.416
455,SDN14,0.416
745,CAF4,0.416
746,CAF5,0.416
414,SSD5,0.308
415,SSD6,0.308
417,SSD8,0.308
418,SSD9,0.308
446,SDN5,0.308
458,SDN17,0.308
414,SSD5,0.441
418,SSD9,0.441
445,SDN4,0.441
446,SDN5,0.441
449,SDN8,0.441
455,SDN14,0.441
458,SDN17,0.441
746,CAF5,0.441
758,CAF17,0.441
414,SSD5,0.466
415,SSD6,0.466
446,SDN5,0.466
448,SDN7,0.466
449,SDN8,0.466
450,SDN9,0.466
451,SDN10,0.466
456,SDN15,0.466
458,SDN17,0.466
459,SDN18,0.466
415,SSD6,0.437
416,SSD7,0.437
450,SDN9,0.437
456,SDN15,0.437
458,SDN17,0.437
459,SDN18,0.437
416,SSD7,0.495
442,SDN1,0.495
448,SDN7,0.495
450,SDN9,0.495
454,SDN13,0.495
456,SDN15,0.495
459,SDN18,0.495
418,SSD9,0.34
419,SSD10,0.34
702,COD1,0.34
706,COD5,0.34
721,COD20,0.34
744,CAF3,0.34
745,CAF4,0.34
746,CAF5,0.34
750,CAF9,0.34
754,CAF13,0.34
421,SOM2,0.294
424,SOM5,0.294
426,SOM7,0.294
428,SOM9,0.294
434,SOM15,0.294
422,SOM3,0.323
424,SOM5,0.323
428,SOM9,0.323
433,SOM14,0.323
434,SOM15,0.323
422,SOM3,0.459
433,SOM14,0.459
422,SOM3,0.315
427,SOM8,0.315
433,SOM14,0.315
434,SOM15,0.315
423,SOM4,0.429
431,SOM12,0.429
432,SOM13,0.429
435,SOM16,0.429
423,SOM4,0.448
432,SOM13,0.448
435,SOM16,0.448
437,SOM18,0.448
424,SOM5,0.232
426,SOM7,0.232
428,SOM9,0.232
429,SOM10,0.232
434,SOM15,0.232
425,SOM6,0.374
430,SOM11,0.374
431,SOM12,0.374
438,SLE1,0.406
440,SLE3,0.406
615,LBR1,0.406
617,LBR3,0.406
619,LBR4,0.406
438,SLE1,0.42
440,SLE3,0.42
619,LBR4,0.42
438,SLE1,0.392
615,LBR1,0.392
616,LBR2,0.392
617,LBR3,0.392
619,LBR4,0.392
622,LBR8,0.392
625,LBR11,0.392
438,SLE1,0.425
616,LBR2,0.425
617,LBR3,0.425
622,LBR8,0.425
659,GIN8,0.425
438,SLE1,0.45
439,SLE2,0.45
440,SLE3,0.45
617,LBR3,0.45
619,LBR4,0.45
438,SLE1,0.464
439,SLE2,0.464
440,SLE3,0.464
438,SLE1,0.454
617,LBR3,0.454
622,LBR8,0.454
659,GIN8,0.454
438,SLE1,0.45
439,SLE2,0.45
616,LBR2,0.45
622,LBR8,0.45
626,LBR12,0.45
654,GIN3,0.45
655,GIN4,0.45
659,GIN8,0.45
731,CIV4,0.45
735,CIV8,0.45
739,CIV12,0.45
438,SLE1,0.458
439,SLE2,0.458
659,GIN8,0.458
438,SLE1,0.442
439,SLE2,0.442
440,SLE3,0.442
438,SLE1,0.432
439,SLE2,0.432
654,GIN3,0.432
658,GIN7,0.432
659,GIN8,0.432
439,SLE2,0.43
440,SLE3,0.43
441,SLE4,0.43
439,SLE2,0.52
440,SLE3,0.52
441,SLE4,0.52
439,SLE2,0.429
440,SLE3,0.429
441,SLE4,0.429
439,SLE2,0.438
656,GIN5,0.438
439,SLE2,0.477
656,GIN5,0.477
658,GIN7,0.477
439,SLE2,0.458
652,GIN1,0.458
653,GIN2,0.458
656,GIN5,0.458
657,GIN6,0.458
658,GIN7,0.458
439,SLE2,0.404
561,MLI3,0.404
654,GIN3,0.404
655,GIN4,0.404
657,GIN6,0.404
658,GIN7,0.404
659,GIN8,0.404
439,SLE2,0.432
654,GIN3,0.432
656,GIN5,0.432
657,GIN6,0.432
658,GIN7,0.432
440,SLE3,0.451
441,SLE4,0.609
442,SDN1,0.551
443,SDN2,0.551
448,SDN7,0.551
454,SDN13,0.551
459,SDN18,0.551
442,SDN1,0.628
443,SDN2,0.628
447,SDN6,0.628
448,SDN7,0.628
450,SDN9,0.628
451,SDN10,0.628
453,SDN12,0.628
459,SDN18,0.628
443,SDN2,0.458
447,SDN6,0.458
448,SDN7,0.458
452,SDN11,0.458
453,SDN12,0.458
669,ERI6,0.458
672,ERI4,0.458
447,SDN6,0.401
452,SDN11,0.401
669,ERI6,0.401
672,ERI4,0.401
673,ERI1,0.401
674,ERI2,0.401
447,SDN6,0.524
452,SDN11,0.524
453,SDN12,0.524
669,ERI6,0.524
674,ERI2,0.524
676,EGY2,0.524
447,SDN6,0.604
448,SDN7,0.604
451,SDN10,0.604
452,SDN11,0.604
453,SDN12,0.604
676,EGY2,0.604
691,EGY17,0.604
448,SDN7,0.628
449,SDN8,0.628
450,SDN9,0.628
451,SDN10,0.628
453,SDN12,0.628
598,LBY6,0.628
688,EGY14,0.628
691,EGY17,0.628
451,SDN10,0.724
453,SDN12,0.724
676,EGY2,0.724
688,EGY14,0.724
691,EGY17,0.724
699,EGY25,0.724
451,SDN10,0.738
452,SDN11,0.738
453,SDN12,0.738
593,LBY1,0.738
598,LBY6,0.738
601,LBY9,0.738
676,EGY2,0.738
677,EGY3,0.738
680,EGY6,0.738
681,EGY7,0.738
682,EGY8,0.738
684,EGY10,0.738
688,EGY14,0.738
689,EGY15,0.738
691,EGY17,0.738
692,EGY18,0.738
693,EGY19,0.738
696,EGY22,0.738
698,EGY24,0.738
699,EGY25,0.738
700,EGY26,0.738
701,EGY27,0.738
460,RWA1,0.512
461,RWA2,0.512
462,RWA3,0.512
463,RWA4,0.512
464,RWA5,0.512
793,BDI6,0.512
796,BDI9,0.512
797,BDI10,0.512
802,BDI15,0.512
460,RWA1,0.522
461,RWA2,0.522
463,RWA4,0.522
720,COD19,0.522
723,COD22,0.522
793,BDI6,0.522
460,RWA1,0.626
461,RWA2,0.626
462,RWA3,0.626
464,RWA5,0.626
461,RWA2,0.475
463,RWA4,0.475
723,COD22,0.475
788,BDI1,0.475
789,BDI2,0.475
790,BDI3,0.475
791,BDI4,0.475
793,BDI6,0.475
796,BDI9,0.475
799,BDI12,0.475
801,BDI14,0.475
465,NGA1,0.608
467,NGA3,0.608
473,NGA9,0.608
497,NGA33,0.608
465,NGA1,0.648
467,NGA3,0.648
468,NGA4,0.648
470,NGA6,0.648
474,NGA10,0.648
481,NGA17,0.648
497,NGA33,0.648
465,NGA1,0.644
467,NGA3,0.644
468,NGA4,0.644
473,NGA9,0.644
475,NGA11,0.644
478,NGA14,0.644
481,NGA17,0.644
497,NGA33,0.644
465,NGA1,0.647
468,NGA4,0.647
481,NGA17,0.647
497,NGA33,0.647
465,NGA1,0.662
468,NGA4,0.662
474,NGA10,0.662
476,NGA12,0.662
478,NGA14,0.662
481,NGA17,0.662
487,NGA23,0.662
497,NGA33,0.662
465,NGA1,0.64
468,NGA4,0.64
471,NGA7,0.64
475,NGA11,0.64
478,NGA14,0.64
487,NGA23,0.64
465,NGA1,0.569
471,NGA7,0.569
473,NGA9,0.569
475,NGA11,0.569
478,NGA14,0.569
466,NGA2,0.408
469,NGA5,0.408
472,NGA8,0.408
480,NGA16,0.408
499,NGA35,0.408
500,NGA36,0.408
468,NGA4,0.662
470,NGA6,0.662
474,NGA10,0.662
476,NGA12,0.662
497,NGA33,0.662
468,NGA4,0.627
474,NGA10,0.627
476,NGA12,0.627
487,NGA23,0.627
493,NGA29,0.627
468,NGA4,0.557
471,NGA7,0.557
476,NGA12,0.557
477,NGA13,0.557
478,NGA14,0.557
479,NGA15,0.557
487,NGA23,0.557
488,NGA24,0.557
490,NGA26,0.557
491,NGA27,0.557
493,NGA29,0.557
469,NGA5,0.511
479,NGA15,0.511
483,NGA19,0.511
484,NGA20,0.511
485,NGA21,0.511
490,NGA26,0.511
491,NGA27,0.511
496,NGA32,0.511
501,NGA37,0.511
469,NGA5,0.564
483,NGA19,0.564
490,NGA26,0.564
496,NGA32,0.564
499,NGA35,0.564
469,NGA5,0.425
480,NGA16,0.425
482,NGA18,0.425
483,NGA19,0.425
484,NGA20,0.425
496,NGA32,0.425
499,NGA35,0.425
500,NGA36,0.425
469,NGA5,0.481
482,NGA18,0.481
483,NGA19,0.481
484,NGA20,0.481
485,NGA21,0.481
469,NGA5,0.409
482,NGA18,0.409
484,NGA20,0.409
485,NGA21,0.409
500,NGA36,0.409
509,NER8,0.409
469,NGA5,0.363
472,NGA8,0.363
480,NGA16,0.363
482,NGA18,0.363
500,NGA36,0.363
503,NER2,0.363
509,NER8,0.363
470,NGA6,0.651
474,NGA10,0.651
497,NGA33,0.651
471,NGA7,0.575
479,NGA15,0.575
483,NGA19,0.575
487,NGA23,0.575
490,NGA26,0.575
496,NGA32,0.575
499,NGA35,0.575
474,NGA10,0.61
476,NGA12,0.61
477,NGA13,0.61
487,NGA23,0.61
492,NGA28,0.61
493,NGA29,0.61
494,NGA30,0.61
477,NGA13,0.614
488,NGA24,0.614
492,NGA28,0.614
493,NGA29,0.614
494,NGA30,0.614
495,NGA31,0.614
477,NGA13,0.614
487,NGA23,0.614
488,NGA24,0.614
493,NGA29,0.614
494,NGA30,0.614
479,NGA15,0.646
483,NGA19,0.646
487,NGA23,0.646
490,NGA26,0.646
491,NGA27,0.646
482,NGA18,0.451
483,NGA19,0.451
484,NGA20,0.451
485,NGA21,0.451
501,NGA37,0.451
505,NER4,0.451
509,NER8,0.451
482,NGA18,0.363
485,NGA21,0.363
500,NGA36,0.363
502,NER1,0.363
503,NER2,0.363
505,NER4,0.363
509,NER8,0.363
483,NGA19,0.416
485,NGA21,0.416
486,NGA22,0.416
491,NGA27,0.416
498,NGA34,0.416
501,NGA37,0.416
505,NER4,0.416
485,NGA21,0.38
498,NGA34,0.38
501,NGA37,0.38
502,NER1,0.38
505,NER4,0.38
507,NER6,0.38
509,NER8,0.38
486,NGA22,0.336
498,NGA34,0.336
501,NGA37,0.336
504,NER3,0.336
505,NER4,0.336
507,NER6,0.336
498,NGA34,0.353
502,NER1,0.353
504,NER3,0.353
505,NER4,0.353
507,NER6,0.353
508,NER7,0.353
560,MLI2,0.353
562,MLI4,0.353
508,NER7,0.286
560,MLI2,0.286
564,MLI6,0.286
567,MLI9,0.286
779,BFA4,0.286
782,BFA8,0.286
784,BFA10,0.286
786,BFA12,0.286
511,NAM2,0.702
512,NAM3,0.702
514,NAM5,0.702
517,NAM8,0.702
521,NAM12,0.702
511,NAM2,0.665
512,NAM3,0.665
514,NAM5,0.665
515,NAM6,0.665
521,NAM12,0.665
511,NAM2,0.606
513,NAM4,0.606
514,NAM5,0.606
515,NAM6,0.606
517,NAM8,0.606
520,NAM11,0.606
521,NAM12,0.606
770,BWA12,0.606
512,NAM3,0.564
514,NAM5,0.564
517,NAM8,0.564
521,NAM12,0.564
763,BWA5,0.564
770,BWA12,0.564
513,NAM4,0.584
515,NAM6,0.584
516,NAM7,0.584
519,NAM10,0.584
520,NAM11,0.584
521,NAM12,0.584
513,NAM4,0.658
521,NAM12,0.658
522,NAM13,0.658
759,BWA1,0.658
760,BWA2,0.658
763,BWA5,0.658
764,BWA6,0.658
770,BWA12,0.658
773,BWA15,0.658
515,NAM6,0.633
516,NAM7,0.633
518,NAM9,0.633
519,NAM10,0.633
520,NAM11,0.633
517,NAM8,0.644
759,BWA1,0.644
763,BWA5,0.644
765,BWA7,0.644
767,BWA9,0.644
770,BWA12,0.644
524,MUS2,0.812
525,MUS3,0.812
526,MUS4,0.812
527,MUS5,0.812
529,MUS7,0.812
530,MUS8,0.812
534,MUS12,0.812
524,MUS2,0.796
525,MUS3,0.796
526,MUS4,0.796
527,MUS5,0.796
528,MUS6,0.796
529,MUS7,0.796
530,MUS8,0.796
531,MUS9,0.796
532,MUS10,0.72
535,MRT1,0.621
538,MRT4,0.621
543,MRT9,0.621
547,MRT13,0.621
535,MRT1,0.692
538,MRT4,0.692
543,MRT9,0.692
535,MRT1,0.521
536,MRT2,0.521
537,MRT3,0.521
541,MRT7,0.521
542,MRT8,0.521
545,MRT11,0.521
547,MRT13,0.521
535,MRT1,0.416
541,MRT7,0.416
542,MRT8,0.416
545,MRT11,0.416
563,MLI5,0.416
565,MLI7,0.416
567,MLI9,0.416
535,MRT1,0.577
537,MRT3,0.577
538,MRT4,0.577
541,MRT7,0.577
543,MRT9,0.577
545,MRT11,0.577
546,MRT12,0.577
547,MRT13,0.577
567,MLI9,0.577
536,MRT2,0.464
541,MRT7,0.464
542,MRT8,0.464
545,MRT11,0.464
561,MLI3,0.464
563,MLI5,0.464
536,MRT2,0.489
537,MRT3,0.489
539,MRT5,0.489
540,MRT6,0.489
542,MRT8,0.489
545,MRT11,0.489
561,MLI3,0.489
541,MRT7,0.432
542,MRT8,0.432
559,MLI1,0.432
561,MLI3,0.432
563,MLI5,0.432
565,MLI7,0.432
566,MLI8,0.432
655,GIN4,0.432
541,MRT7,0.38
563,MLI5,0.38
564,MLI6,0.38
565,MLI7,0.38
566,MLI8,0.38
567,MLI9,0.38
775,BFA1,0.38
548,MOZ1,0.435
554,MOZ7,0.435
555,MOZ8,0.435
558,MOZ11,0.435
549,MOZ2,0.468
550,MOZ3,0.468
551,MOZ4,0.468
556,MOZ9,0.468
550,MOZ3,0.472
551,MOZ4,0.472
556,MOZ9,0.472
557,MOZ10,0.472
558,MOZ11,0.472
552,MOZ6,0.61
553,MOZ5,0.61
559,MLI1,0.606
563,MLI5,0.606
561,MLI3,0.391
563,MLI5,0.391
566,MLI8,0.391
654,GIN3,0.391
655,GIN4,0.391
659,GIN8,0.391
731,CIV4,0.391
563,MLI5,0.407
565,MLI7,0.407
566,MLI8,0.407
655,GIN4,0.407
731,CIV4,0.407
737,CIV10,0.407
775,BFA1,0.407
776,BFA2,0.407
783,BFA9,0.407
564,MLI6,0.415
565,MLI7,0.415
566,MLI8,0.415
775,BFA1,0.415
780,BFA5,0.415
783,BFA9,0.415
784,BFA10,0.415
787,BFA13,0.415
564,MLI6,0.432
775,BFA1,0.432
779,BFA4,0.432
780,BFA5,0.432
784,BFA10,0.432
785,BFA11,0.432
786,BFA12,0.432
564,MLI6,0.352
565,MLI7,0.352
567,MLI9,0.352
775,BFA1,0.352
784,BFA10,0.352
786,BFA12,0.352
566,MLI8,0.482
655,GIN4,0.482
659,GIN8,0.482
731,CIV4,0.482
735,CIV8,0.482
736,CIV9,0.482
737,CIV10,0.482
738,CIV11,0.482
739,CIV12,0.482
566,MLI8,0.503
731,CIV4,0.503
737,CIV10,0.503
738,CIV11,0.503
739,CIV12,0.503
741,CIV14,0.503
776,BFA2,0.503
566,MLI8,0.457
737,CIV10,0.457
741,CIV14,0.457
776,BFA2,0.457
783,BFA9,0.457
787,BFA13,0.457
566,MLI8,0.496
775,BFA1,0.496
776,BFA2,0.496
783,BFA9,0.496
787,BFA13,0.496
568,MAR1,0.646
569,MAR2,0.646
575,MAR8,0.646
579,MAR12,0.646
580,MAR13,0.646
568,MAR1,0.718
569,MAR2,0.718
572,MAR5,0.718
575,MAR8,0.718
576,MAR9,0.718
578,MAR11,0.718
579,MAR12,0.718
580,MAR13,0.718
568,MAR1,0.702
570,MAR3,0.702
571,MAR4,0.702
576,MAR9,0.702
578,MAR11,0.702
581,MAR14,0.702
582,MAR15,0.702
570,MAR3,0.684
571,MAR4,0.684
576,MAR9,0.684
577,MAR10,0.684
581,MAR14,0.684
582,MAR15,0.684
615,LBR1,0.545
616,LBR2,0.545
623,LBR9,0.545
625,LBR11,0.545
615,LBR1,0.443
616,LBR2,0.443
617,LBR3,0.443
619,LBR4,0.443
625,LBR11,0.443
616,LBR2,0.42
618,LBR5,0.42
623,LBR9,0.42
626,LBR12,0.42
628,LBR13,0.42
616,LBR2,0.474
618,LBR5,0.474
623,LBR9,0.474
625,LBR11,0.474
616,LBR2,0.474
618,LBR5,0.474
620,LBR6,0.474
626,LBR12,0.474
628,LBR13,0.474
659,GIN8,0.474
735,CIV8,0.474
616,LBR2,0.434
617,LBR3,0.434
618,LBR5,0.434
622,LBR8,0.434
623,LBR9,0.434
625,LBR11,0.434
626,LBR12,0.434
659,GIN8,0.434
618,LBR5,0.43
626,LBR12,0.43
628,LBR13,0.43
629,LBR15,0.43
620,LBR6,0.455
621,LBR7,0.455
624,LBR10,0.455
627,LBR14,0.455
629,LBR15,0.455
729,CIV2,0.455
620,LBR6,0.452
621,LBR7,0.452
626,LBR12,0.452
627,LBR14,0.452
628,LBR13,0.452
629,LBR15,0.452
620,LBR6,0.508
624,LBR10,0.508
627,LBR14,0.508
729,CIV2,0.508
732,CIV5,0.508
734,CIV7,0.508
735,CIV8,0.508
736,CIV9,0.508
620,LBR6,0.462
626,LBR12,0.462
627,LBR14,0.462
629,LBR15,0.462
729,CIV2,0.462
735,CIV8,0.462
620,LBR6,0.484
626,LBR12,0.484
659,GIN8,0.484
729,CIV2,0.484
735,CIV8,0.484
736,CIV9,0.484
739,CIV12,0.484
621,LBR7,0.465
624,LBR10,0.465
627,LBR14,0.465
729,CIV2,0.465
621,LBR7,0.427
624,LBR10,0.427
627,LBR14,0.427
629,LBR15,0.427
630,GNQ1,0.719
631,GNQ2,0.719
632,GNQ3,0.719
633,GNQ4,0.692
635,GNQ6,0.692
660,GAB1,0.692
662,GAB3,0.692
667,GAB8,0.692
668,GAB9,0.692
633,GNQ4,0.489
634,GNQ5,0.489
636,GNQ7,0.489
668,GAB9,0.489
637,GNB1,0.467
642,GNB6,0.467
644,GNB8,0.467
645,GNB9,0.467
652,GIN1,0.467
637,GNB1,0.471
644,GNB8,0.471
645,GNB9,0.471
638,GNB2,0.577
639,GNB3,0.577
643,GNB7,0.577
638,GNB2,0.481
639,GNB3,0.481
641,GNB5,0.481
643,GNB7,0.481
640,GNB4,0.473
646,GMB1,0.553
651,GMB6,0.553
646,GMB1,0.546
648,GMB3,0.39
653,GIN2,0.65
656,GIN5,0.65
660,GAB1,0.653
662,GAB3,0.653
663,GAB4,0.653
664,GAB5,0.653
667,GAB8,0.653
660,GAB1,0.66
662,GAB3,0.66
663,GAB4,0.66
665,GAB6,0.66
666,GAB7,0.66
667,GAB8,0.66
668,GAB9,0.66
669,ERI6,0.451
670,ERI5,0.451
672,ERI4,0.451
673,ERI1,0.451
674,ERI2,0.451
675,EGY1,0.73
681,EGY7,0.73
686,EGY12,0.73
689,EGY15,0.73
690,EGY16,0.73
694,EGY20,0.73
675,EGY1,0.743
677,EGY3,0.743
679,EGY5,0.743
683,EGY9,0.743
686,EGY12,0.743
697,EGY23,0.743
675,EGY1,0.748
679,EGY5,0.748
686,EGY12,0.748
690,EGY16,0.748
694,EGY20,0.748
695,EGY21,0.748
697,EGY23,0.748
675,EGY1,0.797
681,EGY7,0.797
690,EGY16,0.797
694,EGY20,0.797
695,EGY21,0.797
700,EGY26,0.797
675,EGY1,0.735
677,EGY3,0.735
679,EGY5,0.735
697,EGY23,0.735
675,EGY1,0.757
694,EGY20,0.757
695,EGY21,0.757
675,EGY1,0.735
679,EGY5,0.735
682,EGY8,0.735
683,EGY9,0.735
685,EGY11,0.735
686,EGY12,0.735
690,EGY16,0.735
676,EGY2,0.708
687,EGY13,0.708
688,EGY14,0.708
691,EGY17,0.708
699,EGY25,0.708
701,EGY27,0.708
676,EGY2,0.685
688,EGY14,0.685
692,EGY18,0.685
699,EGY25,0.685
701,EGY27,0.685
676,EGY2,0.676
684,EGY10,0.676
688,EGY14,0.676
692,EGY18,0.676
701,EGY27,0.676
676,EGY2,0.69
682,EGY8,0.69
684,EGY10,0.69
688,EGY14,0.69
692,EGY18,0.69
693,EGY19,0.69
676,EGY2,0.697
678,EGY4,0.697
682,EGY8,0.697
684,EGY10,0.697
693,EGY19,0.697
676,EGY2,0.783
681,EGY7,0.783
682,EGY8,0.783
685,EGY11,0.783
689,EGY15,0.783
690,EGY16,0.783
696,EGY22,0.783
700,EGY26,0.783
677,EGY3,0.718
679,EGY5,0.718
680,EGY6,0.718
682,EGY8,0.718
683,EGY9,0.718
697,EGY23,0.718
698,EGY24,0.718
677,EGY3,0.78
680,EGY6,0.78
698,EGY24,0.78
677,EGY3,0.733
678,EGY4,0.733
682,EGY8,0.733
683,EGY9,0.733
684,EGY10,0.733
685,EGY11,0.733
686,EGY12,0.733
693,EGY19,0.733
698,EGY24,0.733
677,EGY3,0.752
679,EGY5,0.752
682,EGY8,0.752
683,EGY9,0.752
686,EGY12,0.752
678,EGY4,0.702
682,EGY8,0.702
693,EGY19,0.702
681,EGY7,0.745
689,EGY15,0.745
690,EGY16,0.745
694,EGY20,0.745
700,EGY26,0.745
682,EGY8,0.779
685,EGY11,0.779
686,EGY12,0.779
689,EGY15,0.779
690,EGY16,0.779
700,EGY26,0.712
705,COD4,0.447
708,COD9,0.447
709,COD7,0.447
710,COD8,0.447
715,COD14,0.447
716,COD15,0.447
718,COD17,0.447
722,COD21,0.447
725,COD24,0.447
726,COD25,0.447
727,COD26,0.447
715,COD14,0.428
718,COD17,0.428
720,COD19,0.428
722,COD21,0.428
723,COD22,0.428
725,COD24,0.428
726,COD25,0.428
724,COD23,0.546
743,CAF2,0.546
753,CAF12,0.546
728,CIV1,0.612
729,CIV2,0.612
730,CIV3,0.612
732,CIV5,0.612
733,CIV6,0.612
734,CIV7,0.612
729,CIV2,0.515
732,CIV5,0.515
733,CIV6,0.515
734,CIV7,0.515
735,CIV8,0.515
736,CIV9,0.515
738,CIV11,0.515
739,CIV12,0.515
740,CIV13,0.515
730,CIV3,0.648
730,CIV3,0.546
733,CIV6,0.546
734,CIV7,0.546
741,CIV14,0.546
730,CIV3,0.537
732,CIV5,0.537
733,CIV6,0.537
734,CIV7,0.537
736,CIV9,0.537
738,CIV11,0.537
740,CIV13,0.537
741,CIV14,0.537
730,CIV3,0.632
741,CIV14,0.632
730,CIV3,0.498
733,CIV6,0.498
737,CIV10,0.498
738,CIV11,0.498
741,CIV14,0.498
776,BFA2,0.498
787,BFA13,0.498
733,CIV6,0.546
736,CIV9,0.546
737,CIV10,0.546
738,CIV11,0.546
739,CIV12,0.546
741,CIV14,0.546
741,CIV14,0.369
775,BFA1,0.369
776,BFA2,0.369
780,BFA5,0.369
783,BFA9,0.369
787,BFA13,0.369
759,BWA1,0.679
762,BWA4,0.679
763,BWA5,0.679
765,BWA7,0.679
766,BWA8,0.679
767,BWA9,0.679
772,BWA14,0.679
773,BWA15,0.679
775,BFA1,0.451
777,BFA7,0.451
780,BFA5,0.451
781,BFA6,0.451
784,BFA10,0.451
785,BFA11,0.451
787,BFA13,0.451
777,BFA7,0.453
778,BFA3,0.453
780,BFA5,0.453
781,BFA6,0.453
785,BFA11,0.453
777,BFA7,0.65
780,BFA5,0.65
781,BFA6,0.65
785,BFA11,0.65
777,BFA7,0.436
778,BFA3,0.436
779,BFA4,0.436
780,BFA5,0.436
781,BFA6,0.436
784,BFA10,0.436
785,BFA11,0.436
778,BFA3,0.401
779,BFA4,0.401
782,BFA8,0.401
784,BFA10,0.401
785,BFA11,0.401
786,BFA12,0.401
780,BFA5,0.556
787,BFA13,0.556
788,BDI1,0.429
790,BDI3,0.429
791,BDI4,0.429
792,BDI5,0.429
794,BDI7,0.429
795,BDI8,0.429
796,BDI9,0.429
799,BDI12,0.429
800,BDI13,0.429
801,BDI14,0.429
802,BDI15,0.429
803,BDI16,0.429
804,BDI17,0.429
